entry_time,exit_time,direction,entry,exit,sl,target,exit_reason,pnl_r,pnl_dollars,equity_after
1754704500,1754707200,short,116550.0,116423.691,116676.309,116297.38200000001,SL,1.0,88.76,8964.86
1754708100,1754712600,short,116369.5,116485.71375,116485.71375,116137.07250000001,SL,-1.0,-89.65,8875.21
1754714400,1754714700,long,116577.0,116355.29325,116355.29325,117020.4135,SL,-1.0,-88.75,8786.46
1754722200,1754723400,short,116565.0,116687.81474999999,116687.81474999999,116319.37050000002,SL,-1.0,-87.86,8698.6
1754727900,1754728800,long,116769.5,116997.21399999998,116655.64300000001,116997.21399999998,Target,2.0,173.97,8872.57
1754730900,1754734500,long,117231.5,117788.5115,116952.99425,117788.5115,Target,2.0,177.45,9050.02
1754743500,1754745900,short,117011.5,117011.5,117164.553,116705.394,SL,0.0,0.0,9050.02
1754749800,1754752500,short,116838.0,117029.4855,117029.4855,116455.02900000001,SL,-1.0,-90.5,8959.52
1754758500,1754771400,short,116606.5,116759.85075,116759.85075,116299.7985,SL,-1.0,-89.6,8869.93
1754786700,1754789400,long,116572.0,116572.0,116460.24075000001,116795.51849999998,SL,0.0,0.0,8869.93
1754790900,1754792100,short,116546.0,116644.29299999999,116644.29299999999,116349.41400000002,SL,-1.0,-88.7,8781.23
1754801700,1754802300,long,118503.5,118309.31575000001,118309.31575000001,118891.86849999998,SL,-1.0,-87.81,8693.41
1754805300,1754808000,short,118061.5,117834.38525,118288.61475,117607.27050000001,SL,1.0,86.93,8780.35
1754816100,1754821800,long,118242.5,118047.9465,118047.9465,118631.60699999999,SL,-1.0,-87.8,8692.54
1754823600,1754825100,short,118004.0,118213.07699999999,118213.07699999999,117585.84600000002,SL,-1.0,-86.93,8605.62
1754828700,1754831700,long,118608.5,118372.784,118372.784,119079.932,SL,-1.0,-86.06,8519.56
1754834700,1754835600,short,118402.5,118720.83075,118720.83075,117765.83850000001,SL,-1.0,-85.2,8434.37
1754841000,1754846100,long,118711.0,118475.23275000001,118475.23275000001,119182.53449999998,SL,-1.0,-84.34,8350.02
1754846400,1754856600,short,118557.0,118381.66350000001,118732.33649999999,118206.32700000002,SL,1.0,83.5,8433.52
1754866200,1754866800,long,118951.0,119087.93675,118814.06325,119224.87349999999,SL,1.0,84.34,8517.86
1754867100,1754867700,long,119055.0,118899.02075000001,118899.02075000001,119366.95849999998,SL,-1.0,-85.18,8432.68
1754868900,1754871600,long,119000.0,119212.92324999999,118787.07675000001,119425.84649999999,SL,1.0,84.33,8517.01
1754875200,1754875800,short,119023.5,119267.60399999999,119267.60399999999,118535.29200000002,SL,-1.0,-85.17,8431.84
1754878800,1754889600,long,121307.0,121949.86224999999,120664.13775000001,122592.72449999998,SL,1.0,84.32,8516.16
1754892000,1754895900,long,122052.5,122052.5,121781.57875,122594.3425,SL,0.0,0.0,8516.16
1754903400,1754904300,short,121623.0,121323.288,121772.856,121323.288,Target,2.0,170.32,8686.48
1754904600,1754905200,short,121338.5,121338.5,121497.71849999999,121020.06300000002,SL,0.0,0.0,8686.48
1754907000,1754910900,short,121212.5,120915.77575,121509.22425,120619.0515,SL,1.0,86.86,8773.34
1754914500,1754915400,short,120299.5,120009.23525000001,120589.76474999999,119718.97050000002,SL,1.0,87.73,8861.08
1754915700,1754916000,short,120091.0,119836.35725,120345.64275,119581.7145,SL,1.0,88.61,8949.69
1754916300,1754919900,short,119710.0,120297.61875,120297.61875,118534.76250000001,SL,-1.0,-89.5,8860.19
1754924400,1754924700,long,120218.5,119895.0225,119895.0225,120865.45499999999,SL,-1.0,-88.6,8771.59
1754933400,1754936100,short,119617.5,119617.5,119936.43824999999,118979.62350000002,SL,0.0,0.0,8771.59
1754951100,1754952600,short,118435.0,118776.85875,118776.85875,117751.2825,SL,-1.0,-87.72,8683.87
1754957100,1754957700,short,118653.0,118803.87225,118803.87225,118351.2555,SL,-1.0,-86.84,8597.03
1754962500,1754964000,long,119024.0,118799.07075000001,118799.07075000001,119473.85849999997,SL,-1.0,-85.97,8511.06
1754982600,1754985300,long,118939.0,118939.0,118757.09175,119302.81649999999,SL,0.0,0.0,8511.06
1754991000,1754993700,short,118542.5,118299.637,118785.363,118056.774,SL,1.0,85.11,8596.17
1754995500,1754998200,short,118401.0,118630.78575,118630.78575,117941.42850000001,SL,-1.0,-85.96,8510.21
1755012000,1755013500,long,119562.0,119562.0,119213.86325000001,120258.27349999998,SL,0.0,0.0,8510.21
1755014400,1755015900,long,119835.0,119566.187,119566.187,120372.62599999999,SL,-1.0,-85.1,8425.11
1755019200,1755019500,short,119654.0,119459.1055,119848.8945,119264.21100000001,SL,1.0,84.25,8509.36
1755026400,1755026700,long,119503.5,119832.89849999998,119338.80075000001,119832.89849999998,Target,2.0,170.19,8679.55
1755031200,1755036300,long,120007.5,119720.60975,119720.60975,120581.2805,SL,-1.0,-86.8,8592.75
1755041100,1755042600,long,120131.0,120131.0,119989.975,120413.04999999999,SL,0.0,0.0,8592.75
1755042900,1755043200,long,120223.5,120075.43225000001,120075.43225000001,120519.63549999997,SL,-1.0,-85.93,8506.83
1755050700,1755051300,short,119434.0,119164.49100000001,119568.7545,119164.49100000001,Target,2.0,170.14,8676.96
1755051600,1755052200,short,119181.0,119314.62749999999,119314.62749999999,118913.74500000002,SL,-1.0,-86.77,8590.19
1755057300,1755057900,long,119482.0,119685.16924999999,119278.83075000001,119888.33849999998,SL,1.0,85.9,8676.09
1755072000,1755072600,long,119461.5,119710.13625,119212.86375,119958.77249999999,SL,1.0,86.76,8762.86
1755076500,1755077100,long,119981.0,119845.54725,119845.54725,120251.9055,SL,-1.0,-87.63,8675.23
1755102000,1755103500,long,121531.0,121292.82325,121292.82325,122007.3535,SL,-1.0,-86.75,8588.48
1755115200,1755119400,long,122715.5,122715.5,122424.75700000001,123296.98599999998,SL,0.0,0.0,8588.48
1755127500,1755128100,long,123164.0,123661.97649999999,122915.01175,123661.97649999999,Target,2.0,171.77,8760.24
1755130200,1755131100,long,123612.5,124002.64199999999,123222.35800000001,124392.78399999999,SL,1.0,87.6,8847.85
1755136500,1755138600,short,123504.5,123504.5,123669.80399999999,123173.89200000002,SL,0.0,0.0,8847.85
1755147000,1755147300,short,123275.0,123137.3245,123412.6755,122999.649,SL,1.0,88.48,8936.33
1755147600,1755149100,short,123121.0,122905.3625,123336.6375,122689.725,SL,1.0,89.36,9025.69
1755149400,1755150000,short,122937.5,122731.459,123143.541,122525.418,SL,1.0,90.26,9115.95
1755150300,1755150600,short,122735.0,122308.11300000001,122948.4435,122308.11300000001,Target,2.0,182.32,9298.26
1755150900,1755151200,short,122435.5,122097.644,122773.356,121759.788,SL,1.0,92.98,9391.25
1755151500,1755152100,short,122111.5,121729.784,122493.216,121348.068,SL,1.0,93.91,9485.16
1755154500,1755156900,short,121753.0,122045.49225,122045.49225,121168.01550000001,SL,-1.0,-94.85,9390.31
